serial number,game,link,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating,primary_genre,store_genres,publisher,developer,detected_technologies,store_asset_mod_time,review_percentage,players_right_now,24_hour_peak,all_time_peak,all_time_peak_date
5165,Pinku Kult Hex Mortis,/app/1327430/,5/31/22,9,29,1,30,80.07,Indie (23),"Adventure (25), Indie (23), RPG (3)",Valorware,Pinku Kult,Engine.Unity; SDK.cURL,6/1/22,96,0,0,9,6/8/22
5166,Chroma Chronicles,/app/1351470/,6/8/22,17,29,1,30,80.07,Early Access (70),"Free to Play (37), Indie (23), Early Access (70)",BoxBoxStudios LLC,BoxBoxStudios LLC,Engine.Unity; SDK.SteamworksNET; SDK.cURL,4/20/22,96,0,1,17,6/9/22
5167,Video Game Fables,/app/1577690/,7/15/22,8,29,1,30,80.07,RPG (3),"Adventure (25), Indie (23), RPG (3)",Momiji Studios,Momiji Studios,Engine.Unity; SDK.SteamworksNET,10/15/22,96,1,1,8,7/15/22
5168,Roxy Raccoon's Pinball Panic,/app/1807690/,3/15/22,4,29,1,30,80.07,Sports (18),"Action (1), Adventure (25), Casual (4), Indie (23), Simulation (28), Sports (18)",Sinomod Studios,Sinomod Studios,Engine.Unity; SDK.cURL,3/25/23,93,1,1,4,3/22/22
5169,I commissioned some bees 3,/app/2069110/,7/12/22,8,29,1,30,80.07,Casual (4),"Casual (4), Indie (23)",Follow The Fun,Follow The Fun,nan,9/3/22,96,2,3,8,1/29/23
5170,The Resurrection Of Amelia : Across two worlds,/app/2111220/,9/30/22,8,29,1,30,80.07,Indie (23),"Action (1), Adventure (25), Indie (23), RPG (3)",QAQ Studio,QAQ Studio,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,9/26/22,96,0,1,8,10/1/22
5171,King Of Water,/app/2142370/,11/5/22,5,29,1,30,80.07,Casual (4),"Casual (4), Indie (23), Simulation (28)",XYY,XYY,nan,3/8/23,96,0,1,5,11/6/22
5172,SokoFrog,/app/2165740/,12/15/22,6,29,1,30,80.07,Indie (23),"Casual (4), Indie (23)",Solluco,Solluco,Engine.GameMaker,1/24/23,96,0,0,6,12/15/22
5173,Flower girl 2,/app/1860860/,7/21/22,393,1557,307,1864,80.06,Free to Play (37),"Casual (4), Free to Play (37), Indie (23)",9Garden,9Garden,Engine.Unity; SDK.UnityBurst; SDK.cURL,3/11/23,83,3,21,393,7/22/22
5174,BLACKTAIL,/app/1532690/,12/15/22,516,684,124,808,80.04,Action (1),"Action (1), Adventure (25), RPG (3)",Focus Entertainment,THE PARASIGHT,Engine.Unreal; SDK.Intel_OID; SDK.Intel_XeSS; SDK.NVIDIA_APEX; SDK.NVIDIA_DLSS; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,3/9/23,84,33,37,516,12/17/22
5175,Krai. Digital-poetry vol. 1,/app/1833960/,1/17/22,17,126,16,142,80.04,Indie (23),"Adventure (25), Free to Play (37), Indie (23)",KRAI ИЛЬЯМАЗО,KRAI,Engine.Unity; SDK.FMOD; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,12/22/21,88,0,1,17,1/28/22
5176,Stranded Nightmare,/app/2012160/,10/19/22,9,58,5,63,80.04,Indie (23),"Action (1), Adventure (25), Indie (23), Simulation (28)",Michael Janisch,Michael Janisch,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.Vorbis; SDK.XAudio2,11/16/22,92,0,0,9,10/20/22
5177,Half-Earth Socialism,/app/2071530/,7/19/22,168,450,77,527,80.03,Strategy (2),"Free to Play (37), Indie (23), Simulation (28), Strategy (2)",Trust,Francis Tseng,nan,7/1/22,85,1,6,168,7/26/22
5178,Battle Bands,/app/1322100/,3/17/22,108,120,15,135,80.03,Strategy (2),"Indie (23), Strategy (2), Early Access (70)",Aerie Digital,Aerie Digital,Engine.Unreal; SDK.FMOD; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,1/26/23,88,0,9,108,3/24/22
5179,Hot Spring Hero,/app/1588410/,4/9/22,201,114,14,128,80.02,RPG (3),"Adventure (25), Casual (4), RPG (3)",OTAKU Plan,EXAMGAMES,nan,2/9/23,89,4,6,201,4/10/22
5180,Archmage Ricka,/app/1981500/,11/4/22,60,96,11,107,80.02,RPG (3),"Adventure (25), RPG (3)",OTAKU Plan,AleCubicSoft,Engine.Unity; SDK.UnityBurst,2/9/23,89,1,3,60,11/9/22
5181,Illuminaria,/app/1719240/,8/4/22,13,44,3,47,80.02,Strategy (2),"Indie (23), Simulation (28), Strategy (2)",Selva Interactive,Selva Interactive,Engine.Unity; SDK.cURL,3/18/23,93,2,2,13,8/6/22
5182,Eschaton,/app/1951940/,11/3/22,4,44,3,47,80.02,Adventure (25),"Action (1), Adventure (25), Casual (4), Indie (23)",jabuga,jabuga,Engine.Unity; SDK.SteamworksNET; SDK.cURL,11/8/22,95,0,0,4,11/3/22
5183,Pocket Clothier,/app/2050540/,7/25/22,32,44,3,47,80.02,Simulation (28),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Kairosoft Co.Ltd,Kairosoft Co.Ltd,Engine.Unity,6/27/22,93,1,5,32,7/26/22
5184,Miss Kobayashi's Dragon Maid,/app/2086380/,10/26/22,15,44,3,47,80.02,Action (1),Action (1),Bushiroad Inc.,KAMINARI GAMES Inc.,Engine.Unity,10/28/22,93,0,1,15,10/26/22
5185,Bengan Yes,/app/2144390/,12/28/22,108,44,3,47,80.02,Free to Play (37),"Action (1), Free to Play (37), Indie (23), Simulation (28)",Bengan Studios,Bengan Studios,Engine.Unity; SDK.SteamworksNET; SDK.cURL,12/28/22,93,0,2,108,3/5/23
5186,少女的求生之路,/app/1178130/,7/26/22,16,102,12,114,80.01,Indie (23),"Adventure (25), Indie (23), RPG (3)",绅士游戏工坊,绅士游戏工坊,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS,7/16/22,89,3,5,16,8/14/22
5187,黎明为歌 - Melody before the Dawn,/app/1875140/,3/12/22,13,51,4,55,80.01,RPG (3),"Adventure (25), Indie (23), RPG (3)",Eternal Dream,符绾,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,3/15/22,92,0,1,13,3/13/22
5188,The Mensional,/app/1915210/,4/21/22,64,51,4,55,80.01,Action (1),"Action (1), Adventure (25), Indie (23)",Delil Timurtaş,Delil Timurtaş,Engine.Unity; SDK.cURL,12/29/22,92,0,1,64,7/8/22
5189,Void Prison,/app/1964260/,5/19/22,8,51,4,55,80.01,Action (1),"Action (1), Casual (4), Indie (23)",Voidrock Studios,Voidrock Studios,Engine.Unity; SDK.UnityURP; SDK.cURL,10/24/22,92,0,1,8,5/27/22
5190,Terra Invicta,/app/1176470/,9/26/22,9826,3405,714,4119,80,Strategy (2),"Simulation (28), Strategy (2), Early Access (70)",Hooded Horse,Pavonis Interactive,Engine.Unity; SDK.FMOD; SDK.UnityBurst; SDK.UnityEntities; SDK.cURL,10/25/22,82,539,554,9826,10/2/22
5191,Journey to the West,/app/1449070/,3/10/22,819,692,126,818,80,Strategy (2),"Adventure (25), Indie (23), RPG (3), Strategy (2), Early Access (70)",ParasGames,Z Studio,Engine.Unity; SDK.SteamworksNET; SDK.cURL,4/10/23,84,60,134,819,3/11/22
5192,Nevergrind Online,/app/853450/,6/9/22,1184,474,82,556,80,RPG (3),"Action (1), Indie (23), RPG (3), Early Access (70)",Neverworks Games,Neverworks Games,SDK.Greenworks; SDK.NWJS; SDK.NodeJS,3/16/23,85,22,30,1184,7/24/22
5193,Cheese Runner,/app/1508980/,7/14/22,5,20,0,20,80,Simulation (28),"Casual (4), Simulation (28), Strategy (2)",Massive Corporation Game Studios,Kai Hutchence,Engine.Godot,7/9/22,100,0,0,5,7/30/22
5194,Get Your Sheep Together,/app/1683710/,4/2/22,3,20,0,20,80,Indie (23),"Adventure (25), Casual (4), Indie (23)",The Doodle People,The Doodle People,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst,2/16/22,100,0,0,3,4/16/22
5195,Lucky Fish Bread,/app/1695400/,2/10/22,6,20,0,20,80,Simulation (28),"Casual (4), Simulation (28), Strategy (2)",Visual Light,Visual Light,Engine.Unity; SDK.OpenVR; SDK.UnityURP,6/15/22,100,0,1,6,2/11/22
5196,Deadland 4000,/app/1923070/,10/7/22,11,20,0,20,80,RPG (3),"Adventure (25), RPG (3), Simulation (28), Strategy (2)",Cain Laikind,Cain Laikind,Engine.Unity; SDK.SteamworksNET; SDK.cURL,2/13/23,100,0,1,11,10/15/22
5197,Satan's Puzzle 2,/app/1937850/,5/4/22,3,20,0,20,80,Casual (4),"Casual (4), Indie (23)",Gorestation,Silvestre Gore Art,nan,3/29/22,100,0,1,3,5/4/22
5198,THE DREADFUL SPACE,/app/1944000/,4/30/22,4,20,0,20,80,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",Caztellary Studio,Caztellary Studio,SDK.FreeImage; SDK.OpenAL,11/2/22,100,0,1,4,5/1/22
5199,Herald of Havoc,/app/1963510/,12/21/22,4,20,0,20,80,Action (1),"Action (1), Early Access (70)",Zeldars Zone,Zeldars Zone,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,3/17/23,100,0,3,4,2/27/23
5200,Updog,/app/1967010/,7/19/22,4,20,0,20,80,Indie (23),"Casual (4), Indie (23)",Moonflower Games,Moonflower Games,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,6/24/22,100,0,0,4,7/19/22
5201,Philosophical Jigsaw - The Zen Koans,/app/1991450/,6/1/22,3,20,0,20,80,Casual (4),"Casual (4), Indie (23)",The Philosophical School of Games,The Philosophical School of Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,6/2/22,100,1,1,3,6/1/22
5202,明日、初めて彼女と❤,/app/2077040/,8/11/22,21,20,0,20,80,Indie (23),"Casual (4), Free to Play (37), Indie (23)",しんき創作,しんき創作,nan,7/22/22,100,0,1,21,8/11/22
5203,Moorhuhn X - Crazy Chicken X,/app/2093590/,10/8/22,9,20,0,20,80,Action (1),"Action (1), Casual (4), Indie (23), Simulation (28), Sports (18)",Higgs Games GmbH,Higgs Games GmbH,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,9/16/22,100,2,3,9,3/5/23
5204,Cube Farmer,/app/2101710/,8/26/22,4,20,0,20,80,Casual (4),"Casual (4), Indie (23)",Colossus Game Studio,Colossus Game Studio,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,7/26/22,100,0,0,4,8/30/22
5205,Garbanzo Quest,/app/2105910/,9/16/22,4,20,0,20,80,Action (1),"Action (1), Adventure (25), Indie (23), Early Access (70)",Zachary Gardner,Zachary Gardner,nan,12/14/22,100,0,0,4,9/17/22
5206,RunBean Galactic,/app/2131960/,9/13/22,3,20,0,20,80,Indie (23),"Action (1), Indie (23)",Khud0,Khud0,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,9/26/22,100,0,0,3,9/13/22
5207,Kind Heart Defenders,/app/2170490/,12/21/22,5,20,0,20,80,Action (1),"Action (1), Casual (4), Indie (23), Strategy (2)",LUDO Thinking,LUDO Thinking,Engine.Unity; SDK.cURL,12/2/22,100,0,0,5,12/21/22
5208,Cats and Sokoban - Mimi's Scratcher,/app/2222770/,12/16/22,4,20,0,20,80,Casual (4),"Casual (4), Indie (23)",Wise Box Studios,Wise Box Studios,Engine.Unity,12/2/22,100,0,0,4,12/16/22
5209,Tiny Tactics,/app/2095450/,8/5/22,1468,468,81,549,79.97,Strategy (2),"Indie (23), Strategy (2)",Tiny Forge Gaming,Tiny Forge Gaming,Engine.Unity; SDK.UnityBurst,11/22/22,85,21,26,1468,8/14/22
5210,Sunday Gold,/app/1969440/,10/13/22,193,346,57,403,79.97,Adventure (25),"Adventure (25), Indie (23), RPG (3)",Team17,BKOM Studios,Engine.Unity; SDK.Wwise,4/4/23,85,10,12,193,10/15/22
5211,Asterigos: Curse of the Stars,/app/1731070/,10/11/22,1672,1513,300,1813,79.96,Action (1),"Action (1), Adventure (25), RPG (3)",tinyBuild,Acme Gamestudio,Engine.Unreal; SDK.FMOD; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,2/23/23,83,136,168,1672,10/16/22
5212,11号小镇综合症,/app/2055390/,7/10/22,13,64,6,70,79.95,Free to Play (37),"Casual (4), Free to Play (37), Indie (23)",Hell Delivery,Hell Delivery,Engine.GameMaker,6/10/22,91,0,2,13,7/20/22
5213,Little Witch Nobeta,/app/1049890/,9/29/22,3707,8717,1929,10646,79.93,Action (1),"Action (1), Indie (23)",Pupuya Games,Pupuya Games,Engine.Unity,9/28/22,81,30,53,3707,9/29/22
5214,互联网原住民Internet Generation,/app/1556980/,10/20/22,1070,966,184,1150,79.93,Action (1),"Action (1), Adventure (25), Indie (23)",岛叶游戏,岛叶游戏,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,10/9/22,83,1,3,1070,10/20/22
5215,Almost Home Now,/app/1994230/,5/26/22,26,491,86,577,79.92,Adventure (25),"Adventure (25), Free to Play (37), Indie (23)",Timberwell 本幺,Timberwell 本幺,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,5/24/22,84,0,2,26,5/27/22
5216,South of the Circle,/app/1811040/,8/3/22,123,593,107,700,79.89,Adventure (25),Adventure (25),11 bit studios,State of Play,Engine.Unity; SDK.Wwise; SDK.cURL,2/9/23,85,5,14,123,8/3/22
5217,Japanese Rail Sim: Journey to Kyoto,/app/1761290/,6/22/22,11,70,7,77,79.89,Simulation (28),Simulation (28),Sonic Powered Co.Ltd.,Sonic Powered Co.Ltd.,Engine.Unity,1/20/23,90,0,3,11,9/24/22
5218,Super Galaxy Ball,/app/2148320/,10/24/22,35,70,7,77,79.89,Free to Play (37),"Casual (4), Free to Play (37), Indie (23), Racing (9)",Jonathan Stano,Jonathan Stano,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,9/26/22,91,0,2,35,11/5/22
5219,UnHappy Place,/app/2106680/,8/27/22,10,57,5,62,79.89,Free to Play (37),"Casual (4), Free to Play (37)",XAMK,XAMK,Engine.Unity; SDK.cURL,8/25/22,93,0,1,10,8/30/22
5220,武林鸡侠传,/app/1240610/,12/23/22,59,36,2,38,79.89,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3)",梦辰游戏,梦辰游戏,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS,12/10/22,94,0,2,59,2/13/23
5221,Penny for Your Thoughts,/app/1908790/,3/1/22,5,36,2,38,79.89,Casual (4),"Casual (4), Indie (23)",Keys to My Lockheart,Keys to My Lockheart,Engine.RenPy,2/13/22,94,0,1,5,9/3/22
5222,Colors! Platform,/app/1974320/,7/22/22,11,36,2,38,79.89,Casual (4),"Casual (4), Indie (23)",Vergiu,Vergiu,Engine.GameMaker,7/20/22,94,0,0,11,7/25/22
5223,Daigaku Gurashi,/app/2118850/,9/1/22,20,36,2,38,79.89,Simulation (28),"Casual (4), Indie (23), RPG (3), Simulation (28)",YamiToast,YamiToast,Engine.Unity,8/18/22,94,6,7,20,9/4/22
5224,Rogue Tower,/app/1843760/,1/28/22,4318,3656,777,4433,79.88,Casual (4),"Casual (4), Strategy (2)",Die of Death Games,Die of Death Games,Engine.Unity; SDK.cURL,1/18/22,82,460,460,4318,2/11/22
5225,Escape Memoirs: Mansion Heist,/app/1925320/,6/16/22,60,158,22,180,79.88,Adventure (25),"Adventure (25), Casual (4), Indie (23)",0 Deer Soft Partnership,0 Deer Soft,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.Vorbis; SDK.XAudio2,4/8/23,87,9,21,60,11/13/22
5226,The Passenger,/app/2162160/,12/29/22,99,76,8,84,79.85,Indie (23),"Casual (4), Indie (23), RPG (3)",Hosted Games,Hosted Games,Container.Electron,12/10/22,90,1,7,99,12/29/22
5227,Touken Ranbu Warriors,/app/1191260/,5/24/22,94,112,14,126,79.84,Action (1),Action (1),DMM GAMES,KOEI TECMO GAMES CO. LTD.,nan,5/24/22,88,3,8,94,5/24/22
5228,Orgynizer,/app/1114380/,10/12/22,11,50,4,54,79.84,Casual (4),"Casual (4), Strategy (2)",LizardFactory,LizardFactory,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,10/10/22,92,0,3,11,1/16/23
5229,Archtower,/app/1837690/,9/30/22,21,50,4,54,79.84,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3), Early Access (70)",Blaster Games Studio,Blaster Games Studio,nan,7/23/22,92,0,2,21,10/2/22
5230,True Idle Simulator,/app/2091130/,9/16/22,26,50,4,54,79.84,Simulation (28),"Casual (4), Indie (23), Simulation (28)",PhantomHeadache,PhantomHeadache,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,9/3/22,92,16,19,26,9/23/22
5231,GOR3,/app/2021530/,12/1/22,7,106,13,119,79.83,Indie (23),"Action (1), Free to Play (37), Indie (23)",NewOrderFantasySimulations,NewOrderFantasySimulations,nan,11/18/22,89,0,1,7,12/10/22
5232,Lunar Axe,/app/1305820/,7/11/22,17,82,9,91,79.83,Adventure (25),"Adventure (25), Indie (23)",Ops Game Studio,Ops Game Studio,Engine.Unity; SDK.SteamworksNET,12/13/22,90,0,2,17,7/13/22
5233,Attack at Dawn: North Africa,/app/1383640/,6/7/22,26,43,3,46,79.83,Strategy (2),"Indie (23), Strategy (2)",Panzer Division Games,Panzer Division Games,Engine.Unity; SDK.cURL,11/2/22,93,0,3,26,6/12/22
5234,Naval Hurricane,/app/1738890/,11/16/22,15,43,3,46,79.83,Simulation (28),"Indie (23), Simulation (28), Strategy (2), Early Access (70)",Efril,Efril,Engine.Unity; SDK.SteamworksNET,10/31/22,93,1,2,15,11/16/22
5235,Map Of Materials,/app/1809500/,3/11/22,10,43,3,46,79.83,RPG (3),"Adventure (25), Indie (23), RPG (3)",Rain on 30,Rain on 30,Engine.Unity; SDK.SteamworksNET,12/7/22,93,0,0,10,5/2/22
5236,TitTok 3,/app/2003220/,10/10/22,6,43,3,46,79.83,Indie (23),"Adventure (25), Casual (4), Indie (23)",Siberian Mouse,Siberian Mouse,Engine.GameMaker,9/3/22,91,0,0,6,10/12/22
5237,SOWON,/app/2104560/,10/28/22,10,43,3,46,79.83,Adventure (25),"Adventure (25), Indie (23)",PUMPKIM,PUMPKIM,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,10/29/22,93,0,1,10,10/29/22
5238,Hentai Sexy Nurses,/app/2166370/,10/15/22,9,43,3,46,79.83,Simulation (28),"Adventure (25), Casual (4), Indie (23), Simulation (28)",LTZinc,LTZinc,SDK.NWJS; SDK.NodeJS,10/4/22,93,0,1,9,10/15/22
5239,For a Vast Future,/app/1544000/,11/1/22,8,28,1,29,79.83,RPG (3),"Indie (23), RPG (3)",Retreaux Games,Retreaux Games,Engine.GameMaker,11/5/22,96,0,0,8,11/2/22
5240,DR4X,/app/1704830/,1/15/22,3,28,1,29,79.83,Strategy (2),"Strategy (2), Early Access (70)",Untrustedlife,Untrustedlife,Engine.Unity; SDK.UnityURP; SDK.cURL,3/13/23,96,0,1,3,1/15/22
5241,Bee: The Knight,/app/1778630/,6/11/22,8,28,1,29,79.83,Action (1),"Action (1), Adventure (25), Indie (23)",Nova Flow,Nova Flow,Engine.Unity; SDK.SteamworksNET; SDK.cURL,5/25/22,96,0,1,8,6/12/22
5242,Moon Dancer,/app/1790250/,1/14/22,8,28,1,29,79.83,Action (1),"Action (1), Casual (4), Indie (23)",TERARIN GAMES,TERARIN GAMES,Engine.GameMaker,1/14/22,96,0,1,8,1/15/22
5243,Aery - Calm Mind 2,/app/1881180/,3/29/22,7,28,1,29,79.83,Casual (4),"Casual (4), Indie (23), Simulation (28)",EpiXR Games UG,EpiXR Games UG,Engine.Unity; SDK.cURL,1/20/22,96,0,1,7,3/29/22
5244,SEARCH ALL - CACTUSES,/app/1908680/,3/1/22,3,28,1,29,79.83,Casual (4),Casual (4),Laush Studio,Laush Dmitriy Sergeevich,Engine.Unity,2/12/22,96,0,0,3,3/5/22
5245,Meowtopia: Expedition,/app/1923820/,5/24/22,7,28,1,29,79.83,Casual (4),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Duoyi (Hong Kong) Interactive Entertainment Limited,Duoyi (Hong Kong) Interactive Entertainment Limited,Engine.Unity,5/24/22,96,0,2,7,5/27/22
5246,Closer To Home,/app/2149870/,10/20/22,4,28,1,29,79.83,Indie (23),"Casual (4), Indie (23)",Cayden Bullock,Cayden Bullock,nan,10/27/22,96,0,1,4,10/22/22
5247,Land of the Vikings,/app/1981570/,11/8/22,1134,806,152,958,79.81,Strategy (2),"Strategy (2), Early Access (70)",Iceberg Interactive,Laps Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_DLSS; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,11/8/22,83,161,171,1134,11/13/22
5248,Lighthouse Keeper,/app/2023050/,8/23/22,71,238,37,275,79.81,Indie (23),"Adventure (25), Casual (4), Indie (23)",Stratera Games,Stratera Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,8/22/22,86,2,4,71,8/23/22
5249,Lighthouse Keeper,/app/2023050/,8/23/22,71,238,37,275,79.81,Indie (23),"Adventure (25), Indie (23)",Missing Calm,Nikita Kaf,SDK.NWJS; SDK.NodeJS,11/6/20,75,0,1,4,1/11/22
5250,Lighthouse Keeper,/app/1469370/,11/22/20,4,139,43,182,70.88,Indie (23),"Adventure (25), Casual (4), Indie (23)",Stratera Games,Stratera Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,8/22/22,86,2,4,71,8/23/22
5251,Lighthouse Keeper,/app/1469370/,11/22/20,4,139,43,182,70.88,Indie (23),"Adventure (25), Indie (23)",Missing Calm,Nikita Kaf,SDK.NWJS; SDK.NodeJS,11/6/20,75,0,1,4,1/11/22
5252,魂之起源 God Souls,/app/1952440/,12/2/22,15,63,6,69,79.81,Indie (23),"Action (1), Adventure (25), Indie (23), RPG (3)",FM 041,苏州天魂网络科技股份有限公司,Engine.Unity; SDK.FMOD; SDK.FreeImage; SDK.Vorbis,12/15/22,91,0,2,15,12/2/22
5253,建筑吧公司,/app/1831630/,4/27/22,187,232,36,268,79.78,Simulation (28),"Casual (4), Simulation (28), Strategy (2)",BD Games,北村群童工作室,nan,6/7/22,86,0,4,187,4/27/22
5254,Frogun,/app/1575470/,8/2/22,123,258,41,299,79.77,Indie (23),"Action (1), Adventure (25), Indie (23)",Top Hat Studios Inc.,Molegato,Engine.Unity,7/27/22,86,5,6,123,8/3/22
5255,GOODBYE WORLD,/app/1833490/,11/16/22,112,450,79,529,79.76,Adventure (25),"Adventure (25), Indie (23)",Flyhigh Works,YO FUJII,Engine.GameMaker,11/17/22,85,0,4,112,11/17/22
5256,Forest Camp Story,/app/1983690/,11/28/22,112,69,7,76,79.76,Simulation (28),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Kairosoft Co.Ltd,Kairosoft Co.Ltd,Engine.Unity,8/5/22,89,2,11,112,12/4/22
5257,Beach Invasion 1944,/app/2209680/,12/2/22,196,420,73,493,79.75,Action (1),"Action (1), Casual (4), Indie (23), Simulation (28)",AIx2 Games,AIx2 Games,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,2/15/23,85,13,20,196,12/3/22
5258,WW2 Rebuilder: Germany Prologue,/app/1906590/,7/26/22,360,309,51,360,79.75,Simulation (28),"Adventure (25), Simulation (28)",Madnetic Games,Madnetic Games,Engine.Unreal; SDK.CEF; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,1/19/23,85,1,6,360,7/26/22
5259,Dodge It! 2,/app/1862210/,1/28/22,21,145,20,165,79.75,Free to Play (37),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), Massively Multiplayer (29), Racing (9), Simulation (28), Strategy (2)",samuel crevier,samuel crevier,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,4/7/22,87,0,3,21,2/8/22
5260,Cheese Game,/app/1992430/,5/30/22,24,172,25,197,79.72,Indie (23),"Action (1), Free to Play (37), Indie (23)",Zach Hsu,Zach Hsu,Engine.Unity; SDK.cURL,5/26/22,87,0,2,24,6/13/22
5261,A Musical Story,/app/1546100/,3/4/22,25,139,19,158,79.72,Casual (4),"Adventure (25), Casual (4), Indie (23)",Digerati,Glee-Cheese Studio,Engine.Unity; SDK.EpicOnlineServices; SDK.UnityBurst; SDK.Wwise; SDK.XAudio2,8/19/22,87,1,4,25,3/6/22
5262,Poop Clicker,/app/351160/,3/26/22,2011,313,52,365,79.71,Simulation (28),"Casual (4), Indie (23), Simulation (28)",Kfuchi,Kfuchi,Engine.GameMaker,3/24/22,85,4,17,2011,4/3/23
5263,赠予神家与谎言,/app/1983270/,8/26/22,22,87,10,97,79.71,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3)",WindField Games,季森造纸工坊,Engine.Unity; SDK.UnityBurst; SDK.cURL,5/11/22,89,0,0,22,8/26/22
5264,Mini Matches,/app/941890/,3/21/22,7,19,0,19,79.71,Indie (23),"Action (1), Indie (23), Racing (9), Sports (18)",It's Anecdotal,It's Anecdotal,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,8/1/22,100,0,1,7,5/12/22
5265,Learn Japanese RPG: Hiragana Forbidden Speech,/app/1114950/,10/21/22,5,19,0,19,79.71,Indie (23),"Adventure (25), Indie (23), RPG (3), Early Access (70)",Study Bunny Games LLC,Study Bunny Games LLC,nan,12/12/22,100,0,1,5,1/24/23
5266,Bistro Days,/app/1344120/,2/25/22,8,19,0,19,79.71,Casual (4),"Adventure (25), Casual (4)",Kikai Digital,Drunk Bunny Games,Engine.RenPy,2/16/22,100,0,0,8,2/25/22
5267,Portal Mortal,/app/1486790/,4/1/22,13,19,0,19,79.71,Indie (23),"Adventure (25), Indie (23)",Coil Games,Coil Games,Engine.GameMaker,4/6/23,100,0,0,13,4/1/22
5268,Cheaphaven,/app/1707850/,7/22/22,5,19,0,19,79.71,Indie (23),"Casual (4), Indie (23), RPG (3), Simulation (28)",Combo Routine,Combo Routine,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,7/19/22,100,1,1,5,7/26/22
